country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,event_id,termination_date,more_code_info,recall_initiation_date,postal_code,voluntary_mandated,status,openfda.pharm_class_cs,openfda.pharm_class_moa,openfda.pharm_class_pe,openfda.original_packager_product_ndc,application_number,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,rxcui,spl_id,spl_set_id,package_ndc,is_original_packager,upc,nui,pharm_class_epc,unii
United States,Miami,11960 SW 144th St,"Defective Delivery System: out of specification results for shear, an attribute related to the adhesive properties of the transdermal patches.",,149631 boxes of 8 patches and 15809 boxes of 2 patches,a) 82292 Exp. 02/2019;    b) 82139 Exp. 10/2018; 82292 Exp. 02/2019; and 82598 Exp. 04/2019,20180925,Nationwide,FL,"Minivelle (estradiol transdermal system) Patches, Delivers 0.05 mg/day, a) 2 count and 8 count boxes, Rx only, Mfd. by: Noven Pharmaceuticals, Inc. Miami, Florida 33186 Dist. By: Noven Therapeutics, LLC. Miami, Florida 33186 --- NDC 68968-6650-8",20181003,Class II,"Noven Pharmaceuticals, Inc.",D-1208-2018,Letter,80997,20200909,,20180907,33186-6109,Voluntary: Firm initiated,Terminated,['Estradiol Congeners [CS]'],['Estrogen Receptor Agonists [MoA]'],,,'NDA203752','MINIVELLE','ESTRADIOL',"'Noven Therapeutics, LLC'","'68968-6610', '68968-6625', '68968-6637', '68968-6650', '68968-6675'",'TRANSDERMAL','ESTRADIOL',"'241946', '242891', '242892', '248478', '1149632', '1356979', '1356997', '1357007', '1357009', '1551622'",'caa6e475-2f1c-4b4a-99c1-9895b4261885','6c5c47ab-28ee-11e1-bfc2-0800200c9a66',"'68968-6625-1', '68968-6625-8', '68968-6637-1', '68968-6637-8', '68968-6650-1', '68968-6650-8', '68968-6675-1', '68968-6675-8', '68968-6610-1', '68968-6610-8'",True,"'0368968665014', '0368968663713', '0368968667513', '0368968661016'","'M0447348', 'N0000175825', 'N0000000100'",'Estrogen EPC','4TI98Z838E'
United States,Huntsville,120 Vintage Dr NE,Subpotent; 6 month stability time point,,"159,913 tablets","100 count: T147F13A, Exp. 05/2015; 21 count: S003M14, Exp. 05/2015",20140922,Nationwide,AL,"MethylPREDNISolone TABLETS, USP 4 mg, a) 100 count bottles (NDC 0603-4593-21)  and b) 21 count blister pack (NDC 0603-4593-15), Rx only, Mfg for:  QUALITEST PHARMACEUTICALS, HUNTSVILLE, AL  35811",20141001,Class III,Qualitest Pharmaceuticals,D-1605-2014,Letter,69233,20160127,,20140911,35811-8216,Voluntary: Firm initiated,Terminated,,['Corticosteroid Hormone Receptor Agonists [MoA]'],,,'ANDA040183','METHYLPREDNISOLONE','METHYLPREDNISOLONE','Par Pharmaceutical','0603-4593','ORAL','METHYLPREDNISOLONE',"'259966', '762675'",'9cc942c1-f5d4-4b61-b57d-a4189188c217','c84cf5e6-746d-41fb-b3d8-2c0b8ba989af',"'0603-4593-15', '0603-4593-21'",True,'0306034593212',"'N0000175576', 'N0000175450'",'Corticosteroid EPC','X4W7ZR7023'
United States,Princeton,506 Carnegie Ctr Ste 400,Defective Container: Sub-optimal crimping in vial of Pediatric Infuvite Multiple Vitamins,,"17,500 units","Lot #: JX907, Exp. Date 02/2021",20200501,Nationwide within the United States,NJ,"Infuvite PEDiatric Pharmacy,  kit in 1 carton (40 mL fill in a 50 mL) vial  1 and (10 mL) in vial 2, Rx Only,  Distributed by: Baxter Healthcare Corporation Clintec Nutrition Division Deerfield, IL 60015 USA, NDC 54643-5647-0",20200513,Class II,"Sandoz, Inc",D-1259-2020,Letter,85538,,,20200421,08540-6243,Voluntary: Firm initiated,Ongoing,,,,,'NDA021646','PEDIATRIC INFUVITE MULTIPLE VITAMINS',"'ASCORBIC ACID, VITAMIN A PALMITATE, CHOLECALCIFEROL, THIAMINE HYDROCHLORIDE, RIBOFLAVIN-5 PHOSPHATE SODIUM, PYRIDOXINE HYDROCHLORIDE, NIACINAMIDE, DEXPANTHENOL, ALPHA-TOCOPHEROL ACETATE, VITAMIN K1, FOLIC ACID, BIOTIN, CYANOCOBALAMIN'",'Sandoz Manufacturing Inc','54643-5647',nan,nan,"'1305217', '1305222'",'c00b00ac-89c0-4f47-a518-60911f38f462','6d06546e-8b0a-4490-82d9-397bd902a044','54643-5647-0',True,nan,nan,nan,nan
India,Pithampur,"Unit 1, Plot 2, SEZ, Phase II,","Contraceptive Tablets Out of Sequence- First 4 pills of the packet are brown, instead of the last four pills and the expiry/lot was not printed on the package.","Misc Zone Apparel Park, Dist. Dhar","24,652 tablets",Batch Number L600518; Exp. 05/18,20170815,Nationwide,,"Mibelas 24 Fe (Norethindrone acetate and Ethinyl estradiol 1 mg/0.02 mg chewable and ferrous Fumarate 75 mg) Tablets, wallet of 28 tablets (NDC 68180-911-11), Carton of 3 wallets (NDC 68180-911-13), Rx Only, Manufactured by: Lupin Limited, India, Distributed by Lupin Pharmaceuticals, Inc., Baltimore, MD, 21202",20170823,Class I,Lupin Limited (Unit 1),D-1093-2017,Letter,77323,20190530,,20170516,,Voluntary: Firm initiated,Terminated,,,,,'ANDA206287','MIBELAS 24 FE',"'NORETHINDRONE ACETATE, ETHINYL ESTRADIOL AND FERROUS FUMARATE'","'Lupin Pharmaceuticals, Inc.'",'68180-911',nan,nan,"'259176', '1426288', '1426600', '1873704'",'f710ee5e-437d-4e81-b73a-af0a34ecc267','3f82d240-1d26-409e-87cd-10c1d5a511c2',"'68180-911-11', '68180-911-13'",True,nan,nan,nan,nan
United States,Lake Forest,275 N Field Dr,Presence of Particulate Matter: Confirmed customer complaint of discolored solution with visible metal particles embedded in the glass vial and visible in the solution.,,"85,680 vials","Lot #: 34-440-DD, Exp 10/15",20140605,Nationwide.,IL,"Marcaine (bupivacaine HCl) injection, USP, 0.25%, Preservative-Free, 10 mL (25 mg) Single-dose Vial, Rx only, Hospira, Inc., Lake Forest, IL  60045 USP, NDC 0409-1559-10.",20140611,Class I,Hospira Inc.,D-1358-2014,Press Release,68048,20170316,,20140421,60045-2579,Voluntary: Firm initiated,Terminated,,,,,'NDA016964','MARCAINE','BUPIVACAINE HYDROCHLORIDE',"'Hospira, Inc.'","'0409-1559', '0409-1560', '0409-1582', '0409-1587', '0409-1610', '0409-1746', '0409-1749', '0409-1752', '0409-1755'","'EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL'",'BUPIVACAINE HYDROCHLORIDE',"'1012377', '1012381', '1012384', '1012388', '1012396', '1012400', '1012404', '1012406', '1672917', '1672919', '1673242', '1673243', '1724786', '1724787', '1724794', '1724796', '1724880', '1724884', '1725044', '1725046', '1725078', '1725079', '1725082', '1725083', '1867594', '1867596', '1867612', '1867614'",'aa4999e8-239f-40c0-a9f5-5e815c255444','67578b56-7540-487e-1fba-481255620e78',"'0409-1559-18', '0409-1559-10', '0409-1559-19', '0409-1559-30', '0409-1560-18', '0409-1560-10', '0409-1560-19', '0409-1560-29', '0409-1582-18', '0409-1582-10', '0409-1582-19', '0409-1582-29', '0409-1587-50', '0409-1610-50', '0409-1746-70', '0409-1746-10', '0409-1746-71', '0409-1746-30', '0409-1749-70', '0409-1749-10', '0409-1749-71', '0409-1749-29', '0409-1752-50', '0409-1755-50'",True,nan,nan,nan,"'30Q7KI53AK', '7TQO7W3VT8'"
China,Wuhan,Building,"CGMP Deviations: due to the loss of product manufacturing records and retain product samples, there is no assurance that the product will remain within specification through the labeled expiration date.","F, No.5, Kangda Street","1,800 pouches","Batch #: 170731, Exp 2020.07; 180504; Exp 2021.05",20200528,Nationwide in the USA,,"Mencaine (lidocaine 4.5%, menthol 5%) Patch, 1 patch per pouch, Manufactured For: Terrain Pharmaceuticals, Reno, NV 89501; NDC 53225-1090-1.",20200603,Class II,"Wuhan Bingbing Pharmaceutical Co., Ltd.",D-1279-2020,E-Mail,85726,,,20200519,,Voluntary: Firm initiated,Ongoing,['Amides [CS]'],,['Local Anesthesia [PE]'],,'part348','MENCAINE',"'LIDOCAINE, MENTHOL'",'Terrain Pharmaceuticals','53225-1090','TOPICAL',"'LIDOCAINE', 'MENTHOL'",'1653326','b5e802ed-9ee6-de15-e053-2a95a90adb13','57583a1d-1369-609f-e053-2991aa0a292c','53225-1090-1',True,nan,"'N0000175682', 'M0000897', 'N0000175426', 'N0000175976'","'Amide Local Anesthetic EPC', 'Antiarrhythmic EPC'","'98PI200987', 'L7T10EIP3A'"
United States,Eatontown,465 Industrial Way W,"Labeling: Not elsewhere classified: On 12/12/11, DEA published a final rule in the Federal Register making this product a schedule IV (C-IV)controlled substance.  This product is being recalled because this controlled product was not relabeled with the required ""C-IV"" imprint on the label for products distributed after the 06/11/12 deadline.",,1763 bottles,Lot #: 69160A,20130315,Nationwide,NJ,"Carisoprodol Tablets, USP, 350 mg Rx Only, 100 tablets per bottle, Rx Only, Manufactured by: West-ward Pharmaceutical Corp., Eatontown, NJ 07724, NDC 0143-1176-01.",20130327,Class III,West-ward Pharmaceutical Corp.,D-201-2013,Letter,64104,20141218,,20121130,07724-2209,Voluntary: Firm initiated,Terminated,,,['Centrally-mediated Muscle Relaxation [PE]'],,'ANDA040124','CARISOPRODOL','CARISOPRODOL','Hikma Pharmaceuticals USA Inc.','0143-1176','ORAL','CARISOPRODOL','197446','be6b69eb-b922-4345-af4f-18d46d80735b','88cd0b26-6575-4132-9749-0f038d8663c7',"'0143-1176-01', '0143-1176-05', '0143-1176-10'",True,'0301431176013',"'N0000175730', 'N0000175737'",'Muscle Relaxant EPC','21925K482H'
United States,Lake Forest,1925 W Field Ct Ste 300,Failed Impurities/Degradation Specifications:out-of-specification (OOS) results for Azelastine N-oxide,,"8,574 bottles","Lot# 6K89A, 6K90A, 6K92A, exp 9/18",20180829,Nationwide USA,IL,"Azelastine HCl Ophthalmic Solution 0.05%, 6 mL in 10 mL HDPE bottle, 1 bottle per box, Rx only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045, NDC 17478-718-10",20180905,Class III,"Akorn, Inc.",D-1168-2018,Letter,80767,20201103,,20180808,60045-4862,Voluntary: Firm initiated,Terminated,,,,,'ANDA203660','AZELASTINE HYDROCHLORIDE','AZELASTINE HYDROCHLORIDE',"'Akorn, Inc.'",'17478-718','OPHTHALMIC','AZELASTINE HYDROCHLORIDE','860805','ccd9934b-da19-4b05-9ebd-5b4cf54fdf6c','a31f80f5-2a31-4c4c-85a4-5e597c6e2f8e','17478-718-10',True,'0317478718109',nan,nan,'0L591QR10I'
United States,Baudette,455 Idc Rd Sw,Labeling: Incorrect expiration date.  Product dated with 24-month expiration date instead of 18-months.,,6780 bottles,Lot: 19T16 Exp. Jan. 2022,20201021,Distributed Nationwide in the USA,MN,"Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate (Mixed Salts of A Single-Entity Amphetamine Product) Extended-Release Capsules, 25 mg, 100-count bottle, Rx Only, Mfd. for: Amerigen Pharmaceuticals, Inc. Lyndhurst, NJ 07071 NDC 43975-281-10",20201028,Class III,"ANI Pharmaceuticals, Inc.",D-0047-2021,Letter,86584,,,20201009,56623-2467,Voluntary: Firm initiated,Ongoing,,,,,'ANDA205401',"'DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE'","'DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE'","'ANI Pharmaceuticals, Inc.'","'43975-277', '43975-278', '43975-279', '43975-280', '43975-282', '43975-281'",'ORAL',"'AMPHETAMINE SULFATE', 'AMPHETAMINE ASPARTATE MONOHYDRATE', 'DEXTROAMPHETAMINE SULFATE', 'DEXTROAMPHETAMINE SACCHARATE'","'861221', '861223', '861225', '861227', '861232', '861237'",'3e6c4823-1ddf-40f0-91b0-f7a6c010df38','6438480f-1147-42b6-826d-4e1e1f8ff007',"'43975-277-10', '43975-278-10', '43975-279-10', '43975-280-10', '43975-282-10', '43975-281-10'",True,"'0343975278105', '0343975280108', '0343975282102'",nan,nan,"'JJ768O327N', 'O1ZPV620O4', '6DPV8NK46S', 'G83415V073'"
United States,Princeton,107 College Rd E,Failed Tablet/Capsule Specifications:  Product recalled due to reports of breakage and leakage of Paricalcitol capsules.,,4383 bottles,"Lot #s: C404653, C404654, C404655, Exp 05/2016; C505010, Exp 06/2017",20160218,Nationwide,NJ,"Paricalcitol Capsules, 2 mcg, 30 capsules per bottle, Rx Only, Mfd by: Dr. Reddy's Laboratories Limited, Bachupally, India, NDC 55111-664-30",20160224,Class III,"Dr. Reddy's Laboratories, Inc.",D-0720-2016,Letter,72648,20170622,,20151104,08540-6623,Voluntary: Firm initiated,Terminated,['Cholecalciferol [CS]'],,,,'ANDA091412','PARICALCITOL','PARICALCITOL',"""Dr. Reddy's Laboratories Limited""","'55111-663', '55111-664', '55111-665'",'ORAL','PARICALCITOL',"'577315', '577317', '577324'",'9cdba353-c828-7ee6-0fed-9eb342df7ffc','aa1a80e9-8778-a03e-5d53-d4b6a6363169',"'55111-663-30', '55111-663-01', '55111-663-05', '55111-663-79', '55111-663-81', '55111-664-30', '55111-664-01', '55111-664-05', '55111-664-79', '55111-664-81', '55111-665-30', '55111-665-01', '55111-665-05', '55111-665-79', '55111-665-81'",True,nan,"'M0004229', 'N0000175908'",'Vitamin D3 Analog EPC','6702D36OG5'
United States,Deerfield,1 Baxter Pkwy,"Presence of Paticulate Matter; Baxter is issuing a voluntary recall for these IV solutions due to particulate matter found in the solution identified as polyester and cotton fibers, adhesive-like mixture, polyacetal particles, thermally degraded PVC, black polypropylene and human hair embedded in the plastic bag",,"105,216 containers","Lot #: P285288, Exp 11/13",20140314,"Nationwide, Puerto Rico, Singapore, Saudi Arabia and United Arab Emirates.",IL,"5% Dextrose Injection, USP, 100 mL Single dose VIAFLEX plastic containers, Rx only, Baxter Healthcare Corporation, Deerfield, IL  60015 USA, Product code 2B0089, NDC 0338-0017-38.",20140326,Class I,Baxter Healthcare Corp.,D-1162-2014,Letter,67092,20160921,,20131121,60015-4625,Voluntary: Firm initiated,Terminated,,,,,'NDA016673','DEXTROSE','DEXTROSE MONOHYDRATE','Baxter Healthcare Corporation',"'0338-0017', '0338-0023'",'INTRAVENOUS','DEXTROSE MONOHYDRATE',"'1795477', '1795480', '1795481', '1795607', '1795609', '1795610', '1795612', '1795616', '1795618', '1795621'",'7fe5f9a3-7a84-41ff-b71e-00285ff215a9','3bb406a9-f5cb-403a-b1bb-5c4facbea3d5',"'0338-0017-10', '0338-0017-41', '0338-0017-11', '0338-0017-31', '0338-0017-48', '0338-0017-18', '0338-0017-38', '0338-0017-01', '0338-0017-02', '0338-0017-03', '0338-0017-04', '0338-0023-02', '0338-0023-03', '0338-0023-04'",True,nan,nan,nan,'LX22YL083G'
United States,Central Islip,550 S Research Pl,Presence of Particulate Matter.,,75968 vials,"Lots #: GH80216 Exp 1/2020; GH80322, GH80323 Exp 2/2020; GH90072 Exp 12/2020.",20190415,Nationwide in the U.S.A.,NY,"Testosterone Cypionate Injection, USP, 1000 mg/10 mL (100 mg/mL), For intramuscular use only, 10 mL Vial, Multiple-Dose, Rx Only, Manufactured by: Cipla Ltd., Verna Goa, India, Manufactured for: Cipla USA, Inc., 1560 Sawgrass Corporate Parkway, Suite 130, Sunrise, FL 33323, NDC 69097-536-37.",20190424,Class II,"InvaGen Pharmaceuticals, Inc.",D-1125-2019,Letter,82463,,,20190322,11722-4415,Voluntary: Firm initiated,Ongoing,,,,,'ANDA210362','TESTOSTERONE CYPIONATE','TESTOSTERONE CYPIONATE','Cipla USA Inc.',"'69097-536', '69097-537'",'INTRAMUSCULAR','TESTOSTERONE CYPIONATE',"'835829', '835840', '2047882'",'1ae5e046-507e-4f25-a717-386480350436','78d55bad-4a5b-4e21-aeb8-a4c6346208be',"'69097-536-37', '69097-537-37', '69097-537-31'",True,"'0369097537319', '0369097536374', '0369097537371'",nan,nan,'M0XW1UBI14'
United States,Elizabeth,200 Elmora Ave,Subpotent Drug: During routine stability testing one tablet was found with tablet weight below specification.,,"13,608 bottles",lot 58468552 Exp. 05/15,20140221,Nationwide,NJ,"Clonazepam Tablets, USP 2 mg 100 tablets Manufactured by: Actavis Elizabeth LLC 200 Elmora Avenue, Elizabeth, NJ 0737 USA  NDC 0228-3005-11    packaged in White/Round HDPE 75 CC with white/round plastic 33 mm CRC closure shipped in corrugated 75 cc carton (24 bottles/carton)",20140305,Class II,Actavis Elizabeth LLC,D-1087-2014,Letter,67053,20140602,,20131106,07202-1106,Voluntary: Firm initiated,Terminated,['Benzodiazepines [CS]'],,,,'ANDA074869','CLONAZEPAM','CLONAZEPAM',"'Actavis Pharma, Inc.'","'0228-3003', '0228-3004', '0228-3005'",'ORAL','CLONAZEPAM',"'197527', '197528', '197529'",'9b580604-0d7c-44b2-b563-4750a2a263d2','a58fe03c-2b5c-40dc-b592-3e376b2dc9f0',"'0228-3003-11', '0228-3003-50', '0228-3004-11', '0228-3004-50', '0228-3005-11', '0228-3005-50'",True,"'0302283005117', '0302283003113', '0302283004110'","'N0000175694', 'M0002356'",'Benzodiazepine EPC','5PE9FDE8GB'
United States,East Brunswick,2 Tower Center Blvd Ste 1102,Failed Stability Specifications: Out of Specification results obtained for preservative Methylparaben content.,,"127,517 bottles","Lot #: 7225075, 7225076, 7225077, 7225078, 7225079, 7225080 Exp 7/2017; 7225180, 7225181, 7225322, 7225323, Exp 8/2017; 7225649A, 7225650A , 7225651A , 7225652A, 7225653A, 7225654A, Exp 9/2017",20170523,U.S.A. Nationwide,NJ,"Benzonatate capsules, 200 mg, 100-count bottle, Rx only, Manufactured by: Strides Shasun Limited Bangaluru -560076 India, Distributed by Strides Pharma Inc East Brunswick, NJ 08816, NDC 64380-713-06",20170531,Class III,Strides Pharma INC,D-0858-2017,Letter,77311,20171222,,20170509,08816-1100,Voluntary: Firm initiated,Terminated,,,['Decreased Tracheobronchial Stretch Receptor Activity [PE]'],,'ANDA091133','BENZONATATE','BENZONATATE','Strides Pharma Science Limited',"'64380-712', '64380-713'",'ORAL','BENZONATATE',"'197397', '283417'",'f9d8d3dd-fde8-4939-9a6e-cf5372c3c430','89f5d18e-5ef4-42a3-bc6f-abf4f308462b',"'64380-712-06', '64380-712-07', '64380-713-06', '64380-713-07'",True,"'0364380712077', '0364380712060', '0364380713074'","'N0000009010', 'N0000175796'",'Non-narcotic Antitussive EPC','5P4DHS6ENR'
United States,Waco,8301 Mars Dr,Failed Impurities/Degradation Specifications.,,"715,041 bottles","Lot #: a) 94659 Exp. FEB-2019; b) 94715, Exp. JAN-2019; 94757, Exp. FEB-2019, 94715A, Exp. JAN-2019; 95297, Exp. MAR-2019;  c) 95223 Exp. MAR-2019; d) 95220 Exp. MAR-2019",20171113,"Nationwide and  Barbados, Curacao, Dominican Republic, Guyana, Jamaica, and Trinidad and Tobago.",TX,"Combigan (brimonidine tartrate/timolol maleate ophthalmic solution) 0.2%/0.5%, Rx only, packaged in a) 2.5 mL NDC# 0023-9211-03; b) 5 mL (NDC# 0023-9211-05); c) 10 mL (NDC# 0023-9211-10); d) 15 mL (NDC# 0023-9211-15) bottles, Manufactured By: Allergan, Irvine, CA 92612..",20171122,Class III,"Allergan Sales, LLC",D-0077-2018,Letter,78325,20191030,,20171019,76712-6578,Voluntary: Firm initiated,Terminated,,,,,'NDA021398','COMBIGAN',"'BRIMONIDINE TARTRATE, TIMOLOL MALEATE'","'Allergan, Inc.'",'0023-9211','OPHTHALMIC',"'BRIMONIDINE TARTRATE', 'TIMOLOL MALEATE'","'861635', '861637'",'95283c91-1b7f-4a85-b6db-7e5b197bb2c5','feaf1480-a4b8-4486-992a-96be3a596243',"'0023-9211-03', '0023-9211-05', '0023-9211-10', '0023-9211-15'",True,'0300239211056',nan,nan,"'4S9CL2DY2H', 'P8Y54F701R'"
United States,East Brunswick,1 Tower Center Blvd Ste 1700,"CGMP Deviations: FDA lab confirmed presence of an impurity, N-Methylnitrosobutyric acid (NMBA) in the finished product above the interim acceptable daily intake level at the manufacturer",,15541 bottles,Lot CLO17006A exp 11/2019,20190521,Nationwide,NJ,"Losartan Potassium Tablets USP 25 mg 90 film coated tablets Rx Only    Manufactured by: Vivimed Life Sciences Private Limited, Plot No. 101, 102, 107 & 108  SIDCO Pharmaceutical Complex, Alathur, Kanchipuram - 603 110, Tamilnadu, India.   Manufactured for: Heritage Pharmaceuticals Inc., East Brunswick, NJ 08816. 1-866-901-DRUG (3784)    NDC 23155-644-09",20190529,Class II,"Heritage Pharmaceuticals, Inc.",D-1291-2019,Press Release,82782,20201116,,20190503,08816-1145,Voluntary: Firm initiated,Terminated,,,,,'ANDA090382','LOSARTAN POTASSIUM','LOSARTAN POTASSIUM','Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.',"'23155-644', '23155-645', '23155-646'",'ORAL','LOSARTAN POTASSIUM',"'979480', '979485', '979492'",'ab9a41fe-7b40-a543-e053-2995a90acab6','a3f034a4-c65b-4f53-9f2e-fef80c260b84',"'23155-644-03', '23155-644-09', '23155-644-10', '23155-645-03', '23155-645-09', '23155-645-10', '23155-646-03', '23155-646-09', '23155-646-10'",True,nan,nan,nan,'3ST302B24A'
United States,Bannockburn,2801 Lakeside Dr Ste 209,Stability Data Does Not Support Expiry: Printed expiration date should be Nov 2013 rather than Nov 2014.,,261 vials,Lot Number: 0M396; Expiry: Nov 2014,20140312,US: Nationwide and Taiwan,IL,"Photofrin (porfimer sodium) for Injection, 75 mg Single Use Flip-Top Vial, Rx Only. Manufactured for: Pinnacle Biologics, Inc. Bannockburn, IL 60015. NDC:76128-155-75",20140319,Class III,Pinnacle Biologics Inc,D-1157-2014,Letter,67688,20150522,,20140210,60015-1271,Voluntary: Firm initiated,Terminated,,,,,'NDA020451','PHOTOFRIN','PORFIMER SODIUM',"'Pinnacle Biologics, Inc.'",'76128-155','INTRAVENOUS','PORFIMER SODIUM',"'242166', '687066'",'d4fb7cd9-a14d-4f79-9a37-0ed532b84b36','5c4841b4-fbc0-4163-8ee1-cb28629cbfbf','76128-155-75',True,nan,nan,nan,'Y3834SIK5F'
United States,Lake Forest,275 N Field Dr,Lack of Assurance of Sterility: Potential of punctures through the overwrap and primary container which may result in IV bag leaks.,,"823,296 bags",Lot # 33-095-JT; Exp. 09/15  Lot # 36-030-JT; Exp. 12/15,20141125,"Nationwide, Puerto Rico, and U.S. Virgin Islands.",IL,"5% Dextrose and 0.45% Sodium Chloride Injection, USP, 1000 mL container, Rx Only, Manufactured by Hospira, Inc., Lake Forest, IL 60045, NDC 0409-7926-09.",20141203,Class II,Hospira Inc.,D-0280-2015,Letter,69494,20151228,,20141014,60045-2579,Voluntary: Firm Initiated,Terminated,,,,,'NDA017606','DEXTROSE AND SODIUM CHLORIDE','DEXTROSE MONOHYDRATE AND SODIUM CHLORIDE',"'Hospira, Inc.'","'0409-7924', '0409-7925', '0409-7926', '0409-7941'",'INTRAVENOUS',"'DEXTROSE MONOHYDRATE', 'SODIUM CHLORIDE'","'1794902', '1794904', '1794905', '1795147', '1795149', '1795150', '1795250', '1795252', '1795254', '1795344', '1795346', '1795348'",'62889680-51df-4213-9667-4f3433523499','4c777705-87f8-4eef-e190-22105e5a61fd',"'0409-7924-02', '0409-7924-03', '0409-7924-09', '0409-7925-02', '0409-7925-03', '0409-7925-09', '0409-7926-02', '0409-7926-03', '0409-7926-09', '0409-7941-02', '0409-7941-03', '0409-7941-09'",True,nan,nan,nan,"'LX22YL083G', '451W47IQ8X'"
